"Approval Date","Drug Name","Submission","Active Ingredients","Company","Submission Classification *","Submission Status"
"08/03/2014","MIRALAXNDA   #022015","SUPPL-20","POLYETHYLENE GLYCOL 3350","BAYER HEALTHCARE LLC","Manufacturing (CMC)","Approval"
"08/04/2014","BUTALBITAL, ACETAMINOPHEN, CAFFEINE AND CODEINE PHOSPHATEANDA  #075929","SUPPL-13","ACETAMINOPHEN; BUTALBITAL; CAFFEINE; CODEINE PHOSPHATE","VINTAGE PHARMS","Labeling","Approval"
"08/04/2014","CYCLAFEM 1/35ANDA  #076337","SUPPL-7","ETHINYL ESTRADIOL; NORETHINDRONE","VINTAGE PHARMS LLC","Manufacturing (CMC)","Approval"
"08/04/2014","MYZILRAANDA  #077502","SUPPL-4","ETHINYL ESTRADIOL; LEVONORGESTREL","VINTAGE PHARMS LLC","Manufacturing (CMC)","Approval"
"08/04/2014","KETOROLAC TROMETHAMINEANDA  #201155","ORIG-1","KETOROLAC TROMETHAMINE","MYLAN LABS LTD","","Approval"
"08/04/2014","SIRTURONDA   #204384","SUPPL-3","BEDAQUILINE FUMARATE","JANSSEN THERAP","Manufacturing (CMC)","Approval"
"08/05/2014","LOESTRIN FE 1.5/30NDA   #017355","SUPPL-48","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","TEVA BRANDED PHARM","Manufacturing (CMC)","Approval"
"08/05/2014","ZOSYNNDA   #050684","SUPPL-82","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","WYETH PHARMS","Manufacturing (CMC)","Approval"
"08/05/2014","AZITHROMYCINANDA  #065302","SUPPL-2","AZITHROMYCIN","WOCKHARDT","Labeling","Approval"
"08/05/2014","AZITHROMYCINANDA  #065404","SUPPL-4","AZITHROMYCIN","WOCKHARDT","Labeling","Approval"
"08/05/2014","AZITHROMYCINANDA  #065405","SUPPL-4","AZITHROMYCIN","WOCKHARDT","Labeling","Approval"
"08/05/2014","PENICILLIN V POTASSIUMANDA  #065435","SUPPL-5","PENICILLIN V POTASSIUM","AUROBINDO PHARMA","Labeling","Approval"
"08/05/2014","VINCRISTINE SULFATE PFSANDA  #071484","SUPPL-42","VINCRISTINE SULFATE","HOSPIRA","Labeling","Approval"
"08/05/2014","VALPROIC ACIDANDA  #073229","SUPPL-11","VALPROIC ACID","CATALENT","Labeling","Approval"
"08/05/2014","PANTOPRAZOLE SODIUMANDA  #078281","SUPPL-6","PANTOPRAZOLE SODIUM","LANNETT CO INC","Labeling","Approval"
"08/05/2014","BIMATOPROSTANDA  #203056","ORIG-1","BIMATOPROST","SANDOZ INC","","Tentative Approval"
"08/06/2014","PHENTERMINE HYDROCHLORIDEANDA  #203068","ORIG-1","PHENTERMINE HYDROCHLORIDE","AUROLIFE PHARMA LLC","","Approval"
"08/06/2014","POTASSIUM CITRATEANDA  #203546","ORIG-1","POTASSIUM CITRATE","ZYDUS PHARMS","","Approval"
"08/06/2014","FLUDEOXYGLUCOSE F18ANDA  #203990","ORIG-1","FLUDEOXYGLUCOSE F-18","UIHC PET IMAGING","","Approval"
"08/06/2014","ORBACTIVNDA   #206334","ORIG-1","ORITAVANCIN DIPHOSPHATE","MELINTA THERAP","Type 1 - New Molecular Entity","Approval"
"08/07/2014","NORPRAMINNDA   #014399","SUPPL-68","DESIPRAMINE HYDROCHLORIDE","US PHARM HOLDINGS","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 1.5% IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 2.5% IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 4.25% IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINERNDA   #018883","SUPPL-55","CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","FRESENIUS MEDCL","Manufacturing (CMC)","Approval"
"08/07/2014","ANGIOMAXNDA   #020873","SUPPL-31","BIVALIRUDIN","SANDOZ INC","Manufacturing (CMC)","Approval"
"08/07/2014","OPTIMARKNDA   #020937","SUPPL-23","GADOVERSETAMIDE","LIEBEL-FLARSHEIM","Labeling","Approval"
"08/07/2014","OPTIMARKNDA   #020975","SUPPL-24","GADOVERSETAMIDE","LIEBEL-FLARSHEIM","Labeling","Approval"
"08/07/2014","OPTIMARK IN PLASTIC CONTAINERNDA   #020976","SUPPL-25","GADOVERSETAMIDE","LIEBEL-FLARSHEIM","Labeling","Approval"
"08/07/2014","AXERTNDA   #021001","SUPPL-14","ALMOTRIPTAN MALATE","JANSSEN PHARMS","Labeling","Approval"
"08/07/2014","KEPPRANDA   #021035","SUPPL-94","LEVETIRACETAM","UCB INC","Labeling","Approval"
"08/07/2014","KEPPRANDA   #021505","SUPPL-34","LEVETIRACETAM","UCB INC","Labeling","Approval"
"08/07/2014","KEPPRANDA   #021872","SUPPL-18","LEVETIRACETAM","UCB INC","Labeling","Approval"
"08/07/2014","KEPPRA XRNDA   #022285","SUPPL-20","LEVETIRACETAM","UCB INC","Labeling","Approval"
"08/07/2014","TELMISARTAN AND HYDROCHLOROTHIAZIDEANDA  #091351","ORIG-1","HYDROCHLOROTHIAZIDE; TELMISARTAN","LUPIN LTD","","Approval"
"08/07/2014","HUMIRABLA   #125057","SUPPL-381","ADALIMUMAB","ABBVIE INC","","Approval"
"08/08/2014","XANAXNDA   #018276","SUPPL-49","ALPRAZOLAM","PHARMACIA AND UPJOHN","Manufacturing (CMC)","Approval"
"08/08/2014","VIDEXNDA   #020156","SUPPL-51","DIDANOSINE","BRISTOL-MYERS SQUIBB","Labeling","Approval"
"08/08/2014","VELCADENDA   #021602","SUPPL-38","BORTEZOMIB","MILLENNIUM PHARMS","Efficacy","Approval"
"08/08/2014","SILENORNDA   #022036","SUPPL-3","DOXEPIN HYDROCHLORIDE","CURRAX","Manufacturing (CMC)","Approval"
"08/08/2014","CAPECITABINEANDA  #090943","ORIG-1","CAPECITABINE","MYLAN","","Approval"
"08/08/2014","FARXIGANDA   #202293","SUPPL-3","DAPAGLIFLOZIN","ASTRAZENECA AB","Labeling","Approval"
"08/08/2014","JUXTAPIDNDA   #203858","SUPPL-9","LOMITAPIDE MESYLATE","AEGERION","Labeling","Approval"
"08/08/2014","INVOKAMETNDA   #204353","ORIG-1","CANAGLIFLOZIN; METFORMIN HYDROCHLORIDE","JANSSEN PHARMS","Type 4 - New Combination","Approval"
"08/09/2014","TETRACYCLINE HYDROCHLORIDEANDA  #060783","SUPPL-26","TETRACYCLINE HYDROCHLORIDE","MYLAN","Labeling","Approval"
"08/09/2014","AZITHROMYCINANDA  #065360","SUPPL-6","AZITHROMYCIN","MYLAN","Labeling","Approval"
"08/11/2014","QUINIDINE GLUCONATENDA   #007529","SUPPL-43","QUINIDINE GLUCONATE","LILLY","Manufacturing (CMC)","Approval"
"08/11/2014","HUMATROPEBLA   #019640","SUPPL-96","SOMATROPIN","LILLY","","Approval"
"08/11/2014","SAIZENBLA   #019764","SUPPL-74","SOMATROPIN","EMD SERONO","","Approval"
"08/11/2014","GONAL-FBLA   #020378","SUPPL-65","FOLLITROPIN ALFA/BETA","EMD SERONO","","Approval"
"08/11/2014","GEMZARNDA   #020509","SUPPL-76","GEMCITABINE HYDROCHLORIDE","LILLY","Manufacturing (CMC)","Approval"
"08/11/2014","SEROSTIMBLA   #020604","SUPPL-82","SOMATROPIN","EMD SERONO","","Approval"
"08/11/2014","SEROSTIM LQBLA   #020604","SUPPL-82","SOMATROPIN","EMD SERONO","","Approval"
"08/11/2014","GLUCAGONNDA   #020928","SUPPL-49","GLUCAGON","LILLY","Manufacturing (CMC)","Approval"
"08/11/2014","CONCERTANDA   #021121","SUPPL-33","METHYLPHENIDATE HYDROCHLORIDE","JANSSEN PHARMS","Manufacturing (CMC)","Approval"
"08/11/2014","ZYPREXANDA   #021253","SUPPL-52","OLANZAPINE","LILLY","Manufacturing (CMC)","Approval"
"08/11/2014","ALIMTANDA   #021462","SUPPL-47","PEMETREXED DISODIUM","LILLY","Manufacturing (CMC)","Approval"
"08/11/2014","NAMENDANDA   #021627","SUPPL-12","MEMANTINE HYDROCHLORIDE","ALLERGAN","Labeling","Approval"
"08/11/2014","GONAL-FBLA   #021765","SUPPL-35","FOLLITROPIN ALFA/BETA","EMD SERONO","","Approval"
"08/11/2014","GONAL-F RFFBLA   #021765","SUPPL-35","FOLLITROPIN ALFA/BETA","EMD SERONO","","Approval"
"08/11/2014","MINOCYCLINE HYDROCHLORIDEANDA  #065470","SUPPL-6","MINOCYCLINE HYDROCHLORIDE","AUROBINDO PHARMA","Labeling","Approval"
"08/11/2014","MORPHINE SULFATEANDA  #075295","SUPPL-35","MORPHINE SULFATE","VINTAGE PHARMS LLC","Labeling","Approval"
"08/11/2014","FLUOXETINE HYDROCHLORIDEANDA  #076015","SUPPL-10","FLUOXETINE HYDROCHLORIDE","PHARM ASSOC","Labeling","Approval"
"08/11/2014","NAPROXEN SODIUMANDA  #079096","SUPPL-9","NAPROXEN SODIUM","AMNEAL PHARMS NY","Labeling","Approval"
"08/11/2014","INTRON ABLA   #103132","SUPPL-5190","INTERFERON ALFA-2B","SCHERING","","Approval"
"08/11/2014","PEGINTRONBLA   #103949","SUPPL-5288","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"08/11/2014","SYLATRONBLA   #103949","SUPPL-5288","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"08/11/2014","ZORVOLEXNDA   #204592","SUPPL-3","DICLOFENAC","ZYLA","Manufacturing (CMC)","Approval"
"08/12/2014","ROBAXINNDA   #011790","SUPPL-51","METHOCARBAMOL","HIKMA","Manufacturing (CMC)","Approval"
"08/12/2014","NUTRILIPID 10%NDA   #019531","SUPPL-2","SOYBEAN OIL","B BRAUN","Manufacturing (CMC)","Approval"
"08/12/2014","NUTRILIPID 20%NDA   #019531","SUPPL-2","SOYBEAN OIL","B BRAUN","Manufacturing (CMC)","Approval"
"08/12/2014","ESTRINGNDA   #020472","SUPPL-11","ESTRADIOL","PHARMACIA AND UPJOHN","Labeling","Approval"
"08/12/2014","MOBICNDA   #021530","SUPPL-12","MELOXICAM","AVONDALE PHARMS","Manufacturing (CMC)","Approval"
"08/12/2014","EMENDNDA   #021549","SUPPL-24","APREPITANT","MERCK","Labeling","Approval"
"08/12/2014","FEMTRACENDA   #021633","SUPPL-5","ESTRADIOL ACETATE","APIL","Labeling","Approval"
"08/12/2014","BYETTANDA   #021773","SUPPL-39","EXENATIDE SYNTHETIC","ASTRAZENECA AB","Manufacturing (CMC)","Approval"
"08/12/2014","EMENDNDA   #022023","SUPPL-11","FOSAPREPITANT DIMEGLUMINE","MERCK AND CO INC","Labeling","Approval"
"08/12/2014","LASTACAFTNDA   #022134","SUPPL-2","ALCAFTADINE","ALLERGAN","Manufacturing (CMC)","Approval"
"08/12/2014","VIMPATNDA   #022253","SUPPL-28","LACOSAMIDE","UCB INC","Labeling","Approval"
"08/12/2014","VIMPATNDA   #022254","SUPPL-21","LACOSAMIDE","UCB INC","Labeling","Approval"
"08/12/2014","VIMPATNDA   #022255","SUPPL-14","LACOSAMIDE","UCB INC","Labeling","Approval"
"08/12/2014","COARTEMNDA   #022268","SUPPL-10","ARTEMETHER; LUMEFANTRINE","NOVARTIS","Manufacturing (CMC)","Approval"
"08/12/2014","SUBOXONENDA   #022410","SUPPL-19","BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE","INDIVIOR INC","Manufacturing (CMC)","Approval"
"08/12/2014","CIPROFLOXACIN HYDROCHLORIDEANDA  #075817","SUPPL-15","CIPROFLOXACIN HYDROCHLORIDE","MYLAN","Labeling","Approval"
"08/12/2014","LORATADINEANDA  #077421","SUPPL-4","LORATADINE","LANNETT CO INC","Labeling","Approval"
"08/12/2014","GALANTAMINE HYDROBROMIDEANDA  #077605","SUPPL-7","GALANTAMINE HYDROBROMIDE","BARR","Labeling","Approval"
"08/12/2014","GALANTAMINE HYDROBROMIDEANDA  #078189","SUPPL-7","GALANTAMINE HYDROBROMIDE","BARR","Labeling","Approval"
"08/12/2014","ROXICETANDA  #087003","SUPPL-36","ACETAMINOPHEN; OXYCODONE HYDROCHLORIDE","HIKMA","Labeling","Approval"
"08/12/2014","RITUXANBLA   #103705","SUPPL-5432","RITUXIMAB","GENENTECH","","Approval"
"08/12/2014","RAYOSNDA   #202020","SUPPL-7","PREDNISONE","HORIZON PHARMA USA","Manufacturing (CMC)","Approval"
"08/12/2014","ELIQUISNDA   #202155","SUPPL-9","APIXABAN","BRISTOL MYERS SQUIBB","REMS","Approval"
"08/12/2014","RIBAVIRINANDA  #202546","ORIG-1","RIBAVIRIN","BEXIMCO PHARMS USA","","Approval"
"08/12/2014","BEXAROTENEANDA  #203174","ORIG-1","BEXAROTENE","BIONPHARMA INC","","Approval"
"08/12/2014","TRANEXAMIC ACIDANDA  #203521","ORIG-1","TRANEXAMIC ACID","EMCURE PHARMS LTD","","Approval"
"08/13/2014","DIPROLENENDA   #018741","SUPPL-36","BETAMETHASONE DIPROPIONATE","MERCK SHARP DOHME","Labeling","Approval"
"08/13/2014","DIPROLENE AFNDA   #019555","SUPPL-33","BETAMETHASONE DIPROPIONATE","MERCK SHARP DOHME","Labeling","Approval"
"08/13/2014","DIPROLENENDA   #019716","SUPPL-30","BETAMETHASONE DIPROPIONATE","MERCK SHARP DOHME","Labeling","Approval"
"08/13/2014","PROMETRIUMNDA   #019781","SUPPL-19","PROGESTERONE","VIRTUS PHARMS","Manufacturing (CMC)","Approval"
"08/13/2014","NILANDRONNDA   #020169","SUPPL-6","NILUTAMIDE","CONCORDIA","Manufacturing (CMC)","Approval"
"08/13/2014","NAVELBINENDA   #020388","SUPPL-30","VINORELBINE TARTRATE","PIERRE FABRE","Manufacturing (CMC)","Approval"
"08/13/2014","ZYBANNDA   #020711","SUPPL-43","BUPROPION HYDROCHLORIDE","GLAXOSMITHKLINE","Labeling","Approval"
"08/13/2014","DEPOCYTNDA   #021041","SUPPL-29","CYTARABINE","PACIRA PHARMS INC","Manufacturing (CMC)","Approval"
"08/13/2014","FORTEONDA   #021318","SUPPL-40","TERIPARATIDE","LILLY","Manufacturing (CMC)","Approval"
"08/13/2014","TOVIAZNDA   #022030","SUPPL-10","FESOTERODINE FUMARATE","PFIZER","Manufacturing (CMC)","Approval"
"08/13/2014","EXPARELNDA   #022496","SUPPL-8","BUPIVACAINE","PACIRA PHARMS INC","Manufacturing (CMC)","Approval"
"08/13/2014","CEFADROXILANDA  #062698","SUPPL-7","CEFADROXIL/CEFADROXIL HEMIHYDRATE","ANI PHARMS INC","Labeling","Approval"
"08/13/2014","MORPHINE SULFATEANDA  #076412","SUPPL-11","MORPHINE SULFATE","SPECGX LLC","Labeling","Approval"
"08/13/2014","MORPHINE SULFATEANDA  #076438","SUPPL-9","MORPHINE SULFATE","SPECGX LLC","Labeling","Approval"
"08/13/2014","MEKINISTNDA   #204114","SUPPL-2","TRAMETINIB DIMETHYL SULFOXIDE","NOVARTIS","Manufacturing (CMC)","Approval"
"08/13/2014","BELSOMRANDA   #204569","ORIG-1","SUVOREXANT","MERCK SHARP DOHME","Type 1 - New Molecular Entity","Approval"
"08/13/2014","ETOMIDATEANDA  #204618","ORIG-1","ETOMIDATE","EMCURE PHARMS LTD","","Approval"
"08/13/2014","NEURACEQNDA   #204677","SUPPL-4","FLORBETABEN F-18","LIFE MOLECULAR","Manufacturing (CMC)","Approval"
"08/14/2014","METOPIRONENDA   #012911","SUPPL-34","METYRAPONE","HRA PHARMA","Manufacturing (CMC)","Approval"
"08/14/2014","LOTENSIN HCTNDA   #020033","SUPPL-49","BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE","US PHARMS HOLDINGS I","Manufacturing (CMC)","Approval"
"08/14/2014","MIGRANALNDA   #020148","SUPPL-24","DIHYDROERGOTAMINE MESYLATE","BAUSCH","Manufacturing (CMC)","Approval"
"08/14/2014","SUSTIVANDA   #020972","SUPPL-47","EFAVIRENZ","BRISTOL MYERS SQUIBB","Manufacturing (CMC)","Approval"
"08/14/2014","NICORETTENDA   #021330","SUPPL-17","NICOTINE POLACRILEX","GLAXOSMITHKLINE CONS","Labeling","Approval"
"08/14/2014","SUSTIVANDA   #021360","SUPPL-36","EFAVIRENZ","BRISTOL MYERS SQUIBB","Manufacturing (CMC)","Approval"
"08/14/2014","COMBIVENT RESPIMATNDA   #021747","SUPPL-3","ALBUTEROL SULFATE; IPRATROPIUM BROMIDE","BOEHRINGER INGELHEIM","Manufacturing (CMC)","Approval"
"08/14/2014","COLCRYSNDA   #022352","SUPPL-17","COLCHICINE","TAKEDA PHARMS USA","Labeling","Approval"
"08/14/2014","PRADAXANDA   #022512","SUPPL-23","DABIGATRAN ETEXILATE MESYLATE","BOEHRINGER INGELHEIM","Labeling","Approval"
"08/14/2014","DONEPEZIL HYDROCHLORIDEANDA  #076786","SUPPL-6","DONEPEZIL HYDROCHLORIDE","SUN PHARM INDS LTD","Labeling","Approval"
"08/14/2014","PEGINTRONBLA   #103949","SUPPL-5285","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"08/14/2014","SYLATRONBLA   #103949","SUPPL-5285","PEGINTERFERON ALFA-2B","SCHERING","","Approval"
"08/14/2014","AVASTINBLA   #125085","SUPPL-301","BEVACIZUMAB","GENENTECH","","Approval"
"08/14/2014","VASCEPANDA   #202057","SUPPL-10","ICOSAPENT ETHYL","AMARIN PHARMS","Manufacturing (CMC)","Approval"
"08/14/2014","DECITABINENDA   #205582","SUPPL-1","DECITABINE","SUN PHARMA GLOBAL","Manufacturing (CMC)","Approval"
"08/14/2014","EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATENDA   #205861","ORIG-1","EFAVIRENZ;LAMIVUDINE;TENOFOVIR DISOPROXIL FUMARATE","MACLEODS PHARMS LTD","Type 5 - New Formulation or New Manufacturer","Tentative Approval"
"08/15/2014","DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #017608","SUPPL-139","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019416","SUPPL-32","CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINERNDA   #019685","SUPPL-31","CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE","ICU MEDICAL INC","Manufacturing (CMC)","Approval"
"08/15/2014","ABSORICANDA   #021951","SUPPL-3","ISOTRETINOIN","SUN PHARM INDS INC","Manufacturing (CMC)","Approval"
"08/15/2014","ERYTHROMYCIN STEARATEANDA  #061505","SUPPL-34","ERYTHROMYCIN STEARATE","MYLAN","Labeling","Approval"
"08/15/2014","BACITRACIN ZINC AND POLYMYXIN B SULFATEANDA  #065022","SUPPL-4","BACITRACIN ZINC; POLYMYXIN B SULFATE","PERRIGO CO TENNESSEE","Manufacturing (CMC)","Approval"
"08/15/2014","PIPERACILLIN AND TAZOBACTAMANDA  #065458","ORIG-1","PIPERACILLIN SODIUM; TAZOBACTAM SODIUM","MYLAN LABS LTD","","Approval"
"08/15/2014","LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDEANDA  #078385","SUPPL-11","HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM","ZYDUS PHARMS USA INC","Labeling","Approval"
"08/15/2014","TYLENOL W/ CODEINE NO. 1ANDA  #085055","SUPPL-54","ACETAMINOPHEN; CODEINE PHOSPHATE","JANSSEN PHARMS","Labeling","Approval"
"08/15/2014","TYLENOL W/ CODEINE NO. 2ANDA  #085055","SUPPL-54","ACETAMINOPHEN; CODEINE PHOSPHATE","JANSSEN PHARMS","Labeling","Approval"
"08/15/2014","TYLENOL W/ CODEINE NO. 3ANDA  #085055","SUPPL-54","ACETAMINOPHEN; CODEINE PHOSPHATE","JANSSEN PHARMS","Labeling","Approval"
"08/15/2014","TYLENOL W/ CODEINE NO. 4ANDA  #085055","SUPPL-54","ACETAMINOPHEN; CODEINE PHOSPHATE","JANSSEN PHARMS","Labeling","Approval"
"08/15/2014","SILDENAFIL CITRATEANDA  #091479","SUPPL-2","SILDENAFIL CITRATE","TORRENT PHARMS LTD","Labeling","Approval"
"08/15/2014","PLEGRIDYBLA   #125499","ORIG-1","PEGINTERFERON BETA-1A","BIOGEN IDEC INC","","Approval"
"08/15/2014","METOCLOPRAMIDE HYDROCHLORIDEANDA  #202191","ORIG-1","METOCLOPRAMIDE HYDROCHLORIDE","NOVEL LABS INC","","Approval"
"08/15/2014","OLANZAPINEANDA  #202862","ORIG-1","OLANZAPINE","MACLEODS PHARMS LTD","","Approval"
"08/15/2014","ABILIFY MAINTENA KITNDA   #202971","SUPPL-1","ARIPIPRAZOLE","OTSUKA PHARM CO LTD","Manufacturing (CMC)","Approval"
